0.2783945	0.477499746	0.607295924	0.729037188	0.847817026	0.888891394	1.007470599	1.135942717	1.12517889	1.24786931	1.23488581	1.29593043	1.23690059
0.396916465	0.474175459	0.648925189	0.712053785	0.81435741	0.982603608	1.02966723	1.20258416	1.23707135	1.27905631	1.213074171	1.36614847	1.44921634
0.493863498	0.612847277	0.657391434	0.773135592	0.931435811	1.049234615	1.19528768	1.22602586	1.41122432	1.5420923	1.65112381	1.6692468	1.56222117
0.399180269	0.649303246	0.730515051	0.745276252	0.725352386	1.051702394	1.38117202	1.32442364	1.32320393	1.38841092	1.38933409	1.30191215	1.35159441
0.376280521	0.500586427	0.731283985	0.842985647	0.851117696	0.978121091	1.23333544	1.31148923	1.40776355	1.46221145	1.40150615	1.118972006	1.34107522
0.330257301	0.437633611	0.678003639	0.789324059	0.947607282	0.948090824	1.023241761	1.096025757	1.397820351	1.49040229	1.51223165	1.72754238	1.52093831
0.326528354	0.464826188	0.553102657	0.741823623	0.890177563	1.07534219	1.095529506	1.24144521	1.348996912	1.46558697	1.63385562	1.40065407	1.35335671
0.364782047	0.583689949	0.62555613	0.621704084	0.777340242	1.033128306	1.17010209	1.24995309	1.31576248	1.42484352	1.44451639	1.54028803	1.550615191
0.400962606	0.502947428	0.638415348	0.699335953	0.728317465	0.89200349	1.033677341	1.25559701	1.25864527	1.39575185	1.009931693	0.55968868	1.24444045
0.351204054	0.525083908	0.629970923	0.732326811	0.781665117	0.80778481	0.972351623	1.014421754	1.24646066	1.28691979	1.108630238	1.21263913	1.46101646
0.325398151	0.501479928	0.664821789	0.787826946	0.96227323	0.991301753	1.06275252	1.13670161	1.31769084	1.44907409	1.55927588	1.48186166	1.46043903
0.384397342	0.507416229	0.668136255	0.795831946	0.910831328	1.027027567	1.10847407	1.10006413	1.27826051	1.44627648	1.58800238	1.329720208	1.62885482
0.486176834	0.549093964	0.649563788	0.768687272	0.863170235	0.953791453	1.082186106	1.20987242	1.21178011	1.19956036	1.383510161	1.266129871	1.69586389
0.403662315	0.581886733	0.640141822	0.763442915	0.891083614	0.927255424	1.034564361	1.176119633	1.131229322	1.168909513	1.334868719	1.282942368	1.21763264
0.352988166	0.508059356	0.639018129	0.738590157	0.882941507	0.954274593	1.06647503	1.085005358	1.229412727	1.28332432	1.26334246	1.066243939	1.396956402
0.30798562	0.447243737	0.604410485	0.754792979	0.855074417	0.955625559	1.061262025	1.116535126	1.223159778	1.240356443	1.29902248	1.392008197	1.42488327
0.344148371	0.506499022	0.641594675	0.781387324	0.959518309	1.10067284	1.18769373	1.26949338	1.31451924	1.4710229	1.43679609	1.73185484	1.50704729
0.330283753	0.519743814	0.65261406	0.772797881	0.898527139	1.043162135	1.10642242	1.22206264	1.30139406	1.41169324	1.48844522	1.50309837	1.49509068
0.345039258	0.54792906	0.688023665	0.891838363	1.020377238	1.1543083	1.40740107	1.4851379	1.63003762	1.64086614	1.82459135	2.18446942	2.29986673
0.380047159	0.488862337	0.665719343	0.917498993	1.10731911	1.25814564	1.34177904	1.59521085	1.6084086	1.85100631	1.94486832	2.05786026	2.2088775
0.289742774	0.507230581	0.663662733	0.805866692	0.971466999	1.22022132	1.34011314	1.50459706	1.57434735	1.61678669	2.11950503	1.73618332	2.25547792
0.271104412	0.409766426	0.642155122	0.823911004	0.973706497	1.17519434	1.31034404	1.52597877	1.61309214	1.64555071	1.72682798	2.03115664	2.12045477
0.291053245	0.442425084	0.565843984	0.784233927	1.11851803	1.27839921	1.42645374	1.69743184	1.84553571	1.82440357	1.93949752	2.11717364	2.08613507
0.316923702	0.45515488	0.617639328	0.751349145	0.893710217	1.15468617	1.3153538	1.384372472	1.68228584	1.80106678	1.75110776	1.68163188	2.20707309
